Value,CPU,Memory,Storage,Popularity
0.082606493,-0.37007874,-0.049058537,-0.029190992,0.450997413
0.017419753,-0.05511811,-0.016267452,-0.004170142,0.447350239
0.005700788,-0.023622047,-0.003970795,-0.029190992,0.439856957
0.023279235,-0.118110236,-0.016267452,-0.029190992,0.435485875
0.070155093,-0.37007874,-0.024465224,-0.029190992,0.434653288
0.002771047,-0.007874016,-0.001921353,-0.029190992,0.429865913
0.092128152,-0.37007874,-0.098245165,-0.029190992,0.427962857
0.110194889,-0.496062992,-0.06545408,-0.039199333,0.426196635
0.105311987,-0.559055118,-0.03676188,-0.029190992,0.424870391
0.023279235,-0.118110236,-0.008069681,-0.005838198,0.42424595
0.140468881,-0.748031496,-0.049058537,-0.059216013,0.418834135
0.140468881,-0.748031496,-0.098245165,-0.029190992,0.417585254
0.140468881,-0.748031496,-0.098245165,-0.029190992,0.417585254
0.01204856,-0.05511811,-0.008069681,-0.029190992,0.417077376
0.024988251,-0.118110236,-0.016267452,-0.009174312,0.410174826
0.048395662,-0.275590551,-0.015242731,-0.029190992,0.408244816
0.024255815,-0.118110236,-0.016267452,-0.029190992,0.406886512
0.012414778,-0.05511811,-0.008069681,-0.004170142,0.388058729
0.011987524,-0.05511811,-0.003714615,-0.029190992,0.382320593
0.140468881,-0.748031496,-0.049058537,-0.059216013,0.37272963
0.01156027,-0.05511811,-0.003970795,-0.002502085,0.37241741
0.184414998,-0.748031496,-0.196618419,-0.029190992,0.369919649
0.002771047,-0.007874016,-0.000896631,0,0.369919649
0.005700788,-0.023622047,-0.001921353,-0.000834028,0.369919649
0.002893119,-0.007874016,-0.000832586,-0.029190992,0.36552359
0.006128042,-0.023622047,-0.003970795,-0.001668057,0.358958601
0.122890434,-0.496062992,-0.13103625,-0.029190992,0.357549785
0.06087758,-0.307086614,-0.040860766,-0.029190992,0.355212832
0.002984674,-0.007874016,-0.001921353,-0.000417014,0.35197457
0.012292706,-0.118110236,-0.008069681,-0.029190992,0.35052527
0.050135195,-0.244094488,-0.032662995,-0.019182652,0.349937561
0.07528214,-0.37007874,-0.049058537,-0.029190992,0.349840561
0.150722975,-0.748031496,-0.098245165,-0.059216013,0.349840561
0.100429085,-0.496062992,-0.06545408,-0.039199333,0.349792061
0.006067006,-0.05511811,-0.003970795,-0.029190992,0.346999019
0.012292706,-0.118110236,-0.008069681,-0.029190992,0.346999019
0.002954156,-0.023622047,-0.001921353,-0.029190992,0.346999019
0.001397731,-0.007874016,-0.000896631,-0.029190992,0.342297351
0.000619518,0,-0.000384271,-0.029190992,0.342297351
0.024133743,-0.118110236,-0.00755732,-0.029190992,0.341352292
0.002893119,-0.007874016,-0.001921353,-0.029190992,0.336749383
0.005944933,-0.023622047,-0.003970795,-0.029190992,0.336749383
0.00159915,0,-0.001921353,-0.000150125,0.336616169
0.013635504,-0.05511811,-0.016267452,-0.029190992,0.336409865
0.112343366,-0.496062992,-0.13103625,-0.062552127,0.334924977
0.084217851,-0.37007874,-0.098245165,-0.046705588,0.334534702
0.112343366,-0.496062992,-0.13103625,-0.062552127,0.334534702
0.013904063,-0.05511811,-0.016267452,-0.007089241,0.334534702
0.027966821,-0.118110236,-0.032662995,-0.01501251,0.334534702
0.056092336,-0.244094488,-0.06545408,-0.030859049,0.334534702
0.006872684,-0.023622047,-0.008069681,-0.003119266,0.334534702
0.118495822,-0.559055118,-0.049058537,-0.029190992,0.333532514
0.003356995,-0.007874016,-0.003970795,-0.001134279,0.332453234
0.097499344,-0.496062992,-0.06545408,-0.029190992,0.332103548
0.013025141,-0.05511811,-0.005251697,-0.029190992,0.331065589
0.015222447,-0.05511811,-0.016267452,-0.029190992,0.330431237
0.06136587,-0.244094488,-0.06545408,-0.029190992,0.321867485
0.055018097,-0.244094488,-0.06545408,-0.029190992,0.321821172
0.087001105,-0.37007874,-0.049058537,-0.029190992,0.321139846
0.026208976,-0.118110236,-0.010631485,-0.029190992,0.321074545
0.116054371,-0.496062992,-0.06545408,-0.029190992,0.320720055
0.092128152,-0.37007874,-0.098245165,-0.029190992,0.315523965
0.082606493,-0.37007874,-0.098245165,-0.029190992,0.30793981
0.16537168,-0.748031496,-0.196618419,-0.029190992,0.30793981
0.110194889,-0.496062992,-0.13103625,-0.029190992,0.307895602
0.027429701,-0.118110236,-0.032662995,-0.029190992,0.307762977
0.003289855,-0.007874016,-0.003970795,-0.029190992,0.307762977
0.006738405,-0.023622047,-0.008069681,-0.029190992,0.307762977
0.013635504,-0.05511811,-0.008069681,-0.004170142,0.297153019
0.16537168,-0.748031496,-0.098245165,-0.059216013,0.293174285
0.005914415,-0.023622047,-0.001793262,-0.029190992,0.293154291
0.027429701,-0.118110236,-0.016267452,-0.009174312,0.282299078
0.014367939,-0.05511811,-0.008069681,-0.029190992,0.27815317
0.122890434,-0.496062992,-0.13103625,-0.029190992,0.277502493
0.006738405,-0.023622047,-0.003970795,-0.001668057,0.273811111
0.003289855,-0.007874016,-0.001921353,-0.000417014,0.269567128
0.055018097,-0.244094488,-0.032662995,-0.019182652,0.267710385
0.16537168,-0.748031496,-0.098245165,-0.059216013,0.267621969
0.245939562,-1,-0.262200589,-0.029190992,0.266143627
0.245939562,-1,-0.262200589,-0.029190992,0.265429981
0.118495822,-0.559055118,-0.049058537,-0.029190992,0.264581976
0.003137264,-0.007874016,-0.001216857,-0.029190992,0.26445863
0.006433223,-0.023622047,-0.002561804,-0.029190992,0.26445863
0.184414998,-0.748031496,-0.196618419,-0.029190992,0.256212054
0.015222447,-0.05511811,-0.016267452,-0.029190992,0.256212054
0.030603588,-0.118110236,-0.032662995,-0.029190992,0.256212054
0.06136587,-0.244094488,-0.06545408,-0.029190992,0.256212054
0.007531876,-0.023622047,-0.008069681,-0.029190992,0.256212054
0.105311987,-0.37007874,-0.098245165,-0.029190992,0.255855231
0.003686591,-0.007874016,-0.003970795,-0.029190992,0.254308998
0.140468881,-0.496062992,-0.13103625,-0.039199333,0.241701252
0.030603588,-0.118110236,-0.032662995,-0.029190992,0.236229966
0.007531876,-0.023622047,-0.008069681,-0.029190992,0.235278438
0.028894572,-0.118110236,-0.016267452,-0.029190992,0.228281909
0.003472964,-0.007874016,-0.001921353,-0.029190992,0.226770658
0.057947838,-0.244094488,-0.032662995,-0.029190992,0.225007533
0.174160904,-0.748031496,-0.098245165,-0.029190992,0.224923575
0.007104622,-0.023622047,-0.003970795,-0.029190992,0.224755658
0.210782668,-0.748031496,-0.196618419,-0.059216013,0.222968045
0.184414998,-0.748031496,-0.196618419,-0.029190992,0.216406466
0.003686591,-0.007874016,-0.003970795,-0.029190992,0.216247878
0.015832809,-0.05511811,-0.016267452,-0.004170142,0.204190348
0.031824313,-0.118110236,-0.032662995,-0.009174312,0.199614297
0.063807321,-0.244094488,-0.06545408,-0.019182652,0.186114948
0.095790328,-0.37007874,-0.098245165,-0.029190992,0.18603868
0.191739351,-0.748031496,-0.196618419,-0.059216013,0.18603868
0.127773336,-0.496062992,-0.13103625,-0.039199333,0.186000546
0.003839182,-0.007874016,-0.003970795,-0.000417014,0.185886145
0.007837058,-0.023622047,-0.008069681,-0.001668057,0.185886145
0.108974163,-0.37007874,-0.098245165,-0.029190992,0.168690637
0.034998199,-0.118110236,-0.032662995,-0.009174312,0.166352129
0.016076955,-0.05511811,-0.015498911,-0.029190992,0.162661828
0.00795913,-0.023622047,-0.007685411,-0.029190992,0.1545488
0.108974163,-0.37007874,-0.098245165,-0.029190992,0.151122492
0.129726496,-0.496062992,-0.124887921,-0.029190992,0.146435772
0.064783901,-0.244094488,-0.062379915,-0.029190992,0.143956791
0.016443172,-0.05511811,-0.008069681,-0.004170142,0.142770327
0.032312603,-0.118110236,-0.031125913,-0.029190992,0.138773467
0.003900218,-0.007874016,-0.00377866,-0.029190992,0.138322744
0.008142239,-0.023622047,-0.003970795,-0.001668057,0.136599388
0.033045039,-0.118110236,-0.016267452,-0.009174312,0.130428449
0.003991772,-0.007874016,-0.001921353,-0.000417014,0.126020635
0.066248772,-0.244094488,-0.032662995,-0.019182652,0.124477901
0.099452505,-0.37007874,-0.049058537,-0.029190992,0.124404437
0.199063704,-0.748031496,-0.098245165,-0.059216013,0.124404437
0.132656238,-0.496062992,-0.06545408,-0.039199333,0.124367705
0.070155093,-0.244094488,-0.06545408,-0.019182652,0.118478377
0.018030115,-0.05511811,-0.016267452,-0.029190992,0.117595499
0.210782668,-0.748031496,-0.196618419,-0.059216013,0.116951967
0.004235917,-0.007874016,-0.003970795,-0.000417014,0.116813203
0.008630529,-0.023622047,-0.008069681,-0.001668057,0.116813203
0.122157998,-0.37007874,-0.098245165,-0.029190992,0.1108106
0.072596544,-0.244094488,-0.06545408,-0.029190992,0.108543211
0.145351783,-0.496062992,-0.13103625,-0.029190992,0.106129268
0.145351783,-0.496062992,-0.13103625,-0.029190992,0.098887437
0.018030115,-0.05511811,-0.016267452,-0.029190992,0.096674656
0.072596544,-0.244094488,-0.06545408,-0.029190992,0.093657226
0.218107021,-0.748031496,-0.196618419,-0.029190992,0.093590172
0.218107021,-0.748031496,-0.196618419,-0.029190992,0.093590172
0.218107021,-0.748031496,-0.196618419,-0.029190992,0.093590172
0.036218925,-0.118110236,-0.032662995,-0.029190992,0.093456064
0.004388508,-0.007874016,-0.003970795,-0.029190992,0.093456064
0.00893571,-0.023622047,-0.008069681,-0.029190992,0.093456064
0.036218925,-0.118110236,-0.032662995,-0.029190992,0.093456064
0.004388508,-0.007874016,-0.003970795,-0.029190992,0.093456064
0.00893571,-0.023622047,-0.008069681,-0.029190992,0.093456064
0.040613537,-0.118110236,-0.032662995,-0.009174312,0.067615787
0.020227421,-0.05511811,-0.016267452,-0.004170142,0.033155659
0.009921446,-0.023622047,-0.003970795,-0.029190992,0.032029984
0.081385768,-0.244094488,-0.06545408,-0.019182652,0.021130511
0.244474691,-0.748031496,-0.196618419,-0.059216013,0.021070684
0.162930229,-0.496062992,-0.13103625,-0.039199333,0.021040771
0.004937835,-0.007874016,-0.003970795,-0.000417014,0.020951031
0.010034363,-0.023622047,-0.008069681,-0.001668057,0.020951031
0.004882902,-0.007874016,-0.001921353,-0.029190992,0.001363828
0.030084779,-0.086614173,-0.012168567,-0.029190992,0.00051315
0.060328253,-0.181102362,-0.024465224,-0.029190992,0.000271187
0.120818252,-0.37007874,-0.049058537,-0.029190992,0.00013559
0.120818252,-0.37007874,-0.049058537,-0.029190992,0.00013559
0.020004639,-0.05511811,-0.008069681,-0.029190992,0
